Sekolah,Siswa,Mengulang,Putus Sekolah,Kepala Sekolah dan Guru(<S1),Kepala Sekolah dan Guru(≥ S1),Tenaga Kependidikan(SM),Tenaga Kependidikan(>SM),Rombongan Belajar,Ruang kelas(baik),Ruang kelas(rusak ringan),Ruang kelas(rusak sedang),Ruang kelas(rusak berat),Status_Kelayakan,Provinsi_Prov. Aceh,Provinsi_Prov. Bali,Provinsi_Prov. Banten,Provinsi_Prov. Bengkulu,Provinsi_Prov. D.I. Yogyakarta,Provinsi_Prov. D.K.I. Jakarta,Provinsi_Prov. Gorontalo,Provinsi_Prov. Jambi,Provinsi_Prov. Jawa Barat,Provinsi_Prov. Jawa Tengah,Provinsi_Prov. Jawa Timur,Provinsi_Prov. Kalimantan Barat,Provinsi_Prov. Kalimantan Selatan,Provinsi_Prov. Kalimantan Tengah,Provinsi_Prov. Kalimantan Timur,Provinsi_Prov. Kalimantan Utara,Provinsi_Prov. Kepulauan Bangka Belitung,Provinsi_Prov. Kepulauan Riau,Provinsi_Prov. Lampung,Provinsi_Prov. Maluku,Provinsi_Prov. Maluku Utara,Provinsi_Prov. Nusa Tenggara Barat,Provinsi_Prov. Nusa Tenggara Timur,Provinsi_Prov. Papua,Provinsi_Prov. Papua Barat,Provinsi_Prov. Papua Barat Daya,Provinsi_Prov. Papua Pegunungan,Provinsi_Prov. Papua Selatan,Provinsi_Prov. Papua Tengah,Provinsi_Prov. Riau,Provinsi_Prov. Sulawesi Barat,Provinsi_Prov. Sulawesi Selatan,Provinsi_Prov. Sulawesi Tengah,Provinsi_Prov. Sulawesi Tenggara,Provinsi_Prov. Sulawesi Utara,Provinsi_Prov. Sumatera Barat,Provinsi_Prov. Sumatera Selatan,Provinsi_Prov. Sumatera Utara
-0.41717852988996135,-0.48023523497899256,-0.3977162417672125,-0.0685786431877368,0.7056650577979883,-0.4999573606491131,-0.5813889033449203,-0.7864250579547318,-0.47340841406776607,-0.5143889688298545,-0.52223843545628,-0.3485849350774987,-0.23558613799629288,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.2934303984197276,-0.2733754180124541,-1.1643913865380713,-0.8467449340202372,-0.9626329310993306,-0.3170087299566598,0.19577022428698765,0.31333405728428954,-0.32628293324936153,-0.2326082025936872,-0.30798990775176893,-0.41548507413277624,-0.5292435219585354,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.10155829558456723,-0.12229439176606988,-0.5869754775049331,0.06935718762872647,-0.03879049638737446,0.05037370782650476,-0.21554054141141415,-0.12743810538801323,-0.14155297407123163,-0.29105212949278014,-0.03934620949932812,0.036158577181698584,-0.42721917348635924,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.29322741003175085,0.054180342366119016,2.6488317335108174,1.4018693645726736,1.1421731337460324,0.26497123838606096,0.5068983838707466,0.30899147440081853,0.20869655230097167,0.06235850249632949,0.33466561713238047,0.5322217540227544,0.9727816083262807,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.6221754345477223,-0.5858106617414112,-0.5414130689014077,-0.43727504631350345,-0.47928494745823164,-0.699493947451687,-0.8343251861096127,-0.8515638012067963,-0.6336492049942658,-0.6883472142298573,-0.6211223713199006,-0.5804331902650192,-0.6021180565815184,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5021772464553744,-0.4944223574864241,-0.6693382930574596,-0.6636980138801507,-0.8021813324060998,-0.49987368873935206,-0.5572524998915575,-0.5910088281985385,-0.5101421664452113,-0.535747442702496,-0.43983515556992964,-0.3725552278159281,-0.6439534375687864,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5209269633448038,-0.5573497527785911,-0.7512630085272599,-0.455492986232659,0.15255550950765853,-0.607245666940171,-0.7071957733997771,-0.8982465672041091,-0.5670114571628857,-0.6516738217925887,-0.548265263748253,-0.43214239620524414,-0.4949655001173546,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.16510434462065024,0.6867393273691287,-0.12697039064241777,0.5412885836297078,0.24723191867447172,0.3461329908542428,0.14832400653962377,0.5120072242030861,0.40904515878625236,0.5991360966717825,0.20948467828863498,0.0009479776789209366,0.0893803052854535,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.6217587741724017,-0.5332653731875948,-0.7179674022400684,-0.7140142288949612,-1.1101288106434186,-0.6416557398293874,-0.40053119527657155,-0.21537540877830022,-0.6119898961850463,-0.5957709351934563,-0.5867201276952165,-0.6534274715419314,-0.5548845619184739,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.6013424157816897,-0.5960908797841908,-0.6110709820548743,-0.6047065893800281,-1.148995968090847,-0.6651257105173513,-0.7214131069407991,-0.6615758000549417,-0.6320438039644367,-0.6181595605390547,-0.6091446268118299,-0.6103621998423802,-0.6717537229990355,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5907175762110131,-0.45650219571755124,-0.9593605478222074,-0.6680356186228068,-0.7364061428796822,-0.5520849604302237,-0.33853700832444106,-0.5508399365264322,-0.5291620871206439,-0.42119459890967925,-0.5588020765861798,-0.7107124084252965,-0.6620371183826378,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.6767579437147277,-0.6386276534834167,-0.3468966321709727,-0.5908262542035286,-0.7762698941078141,-0.7395937102046521,-0.8872268923087641,-0.9253877102258027,-0.6873893242131208,-0.7126587889916421,-0.6368825614620988,-0.7276405812631703,-0.7459777860409627,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5184270010928799,-0.5548177601369313,-0.7661584113399509,-0.5587279791078736,-0.2749832224140558,-0.5684428187885017,-0.3129127443842271,-0.5823236624315966,-0.5518553830338212,-0.6498882259061299,-0.55745120314542,-0.48441659392859865,-0.2828196326593374,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.6942576794781952,-0.6290946192081572,-1.0850952715646283,-0.8389372454834563,-1.1400266240645174,-0.7154543642386002,-0.7587749369439497,-0.8048810352094835,-0.6850764583226892,-0.6906822242352265,-0.6635397973597597,-0.7531005532113326,-0.680390704880278,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.7694648772235729,-0.7018080138128633,-1.2200300970442994,-0.9248218193880466,-1.2317132518892207,-0.832574119926577,-0.9520314824027245,-0.9796699962691897,-0.7729109417852025,-0.7855935132769968,-0.7282016060574641,-0.8262302598709478,-0.8361262844264304,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.6800912267172929,-0.5551082014760301,0.3943687078017662,-0.04255301473180034,-0.4932372603880778,-0.75180980902976,-0.9146696523995739,-0.9471006246431575,-0.6591179399759611,-0.7108045163403196,-0.6118463736933496,-0.688096369513897,-0.7562342020249381,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.6690497267712957,-0.6114116604216533,0.947251012202237,-0.19003157598210701,-0.6965423916515504,-0.7613065707876349,-0.9105367066027651,-0.9525288532474961,-0.6794983699987067,-0.7432886261208965,-0.6306685436346035,-0.6990658255128392,-0.6766120253072344,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.6567582456993364,-0.5584892665807812,0.4981984274078768,-0.19697174357035674,-0.3028878482737481,-0.77743433139407,-0.9285563502768511,-0.9688135390605123,-0.6616212771750167,-0.7358028587507425,-0.6331901740573551,-0.7058370946479888,-0.601308339530152,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.6813412078432549,-0.6521074107940108,-0.6544428902447686,-0.7122791869978988,-1.0294047144064515,-0.7391962686332874,-0.9004523188585519,-0.9471006246431575,-0.6939469792671684,-0.7244711925482156,-0.6528228680630649,-0.7310262158307451,-0.7000938197968622,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
